1.508522193258617108e+02,4.601022340163125079e+01,1.078535339887974942e+02,7.721707798480733231e+01,7.883184427060984767e+00,4.385621531197421596e+00,1.398948757300551051e+02,3.290412085936164885e+02,4.982123326286432174e+00,2.762929515401636671e+00,5.007912609345020805e+00,8.410326242089336546e-01,2.469276051198664277e+02,2.103247624347149625e+00,6.449168292061472130e+01,1.804110590686475746e+01,1.640351825095228477e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.578793790397912744e+02,5.947879280113006928e+01,1.166772967478878229e+02,8.843261630884637725e+01,5.605608756475800369e+00,5.108525535233326309e+00,1.479534169491531088e+02,2.683855918830453220e+02,5.824250974825930349e+00,3.974089706154790846e+00,6.808810203131091754e+00,1.225878031079400854e+00,3.097406476984318147e+02,1.459663597056525042e+00,7.227200270685681005e+01,2.423294595722385836e+01,1.836432253608309395e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.482338315327847340e+02,5.966148808485809241e+01,1.413022786497645313e+02,7.573477138159518063e+01,4.897240299618820458e+00,4.590563411643256764e+00,1.444941986980751096e+02,2.765586816311077314e+02,4.949726319954132592e+00,3.418541637107110454e+00,5.425222562443309471e+00,7.870311405127267124e-01,1.823191033172368236e+02,1.632473617854540482e+00,7.171394689424623436e+01,2.683031048171061173e+01,1.312040425474003769e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.607225578688324958e+02,5.442703981171595018e+01,1.462967938652375040e+02,8.109750950421675952e+01,5.538380501319013938e+00,5.467940190778035614e+00,1.477782234883150068e+02,2.128244828565140381e+02,6.226488735616225512e+00,2.846271899367962099e+00,4.904794091057580019e+00,7.671184007135724015e-01,2.921751558591926141e+02,1.404307151079180693e+00,7.273976272005388921e+01,1.456167630720934625e+01,2.590674899949900833e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.656114315335065612e+02,6.607438585965415712e+01,1.165874979217322220e+02,1.027228651975436549e+02,6.922487046011129408e+00,4.434670788558693566e+00,1.362171420006540359e+02,2.255884167872135038e+02,5.764183722604536264e+00,3.051873928247807122e+00,5.118082081225132640e+00,2.126565650927997098e+00,2.333665657281172798e+02,1.313186037016473406e+00,9.570410494853450700e+01,1.711341914248167484e+01,1.758027974943916405e+01,1.000000000000000000e+00,0.000000000000000000e+00
1.544093933646785786e+02,7.891874824347041795e+01,1.489074752650916196e+02,9.150752726283795369e+01,1.124251250126722113e+01,4.407910277607723692e+00,1.387172588224970582e+02,2.091138771794878721e+02,1.172297980444066212e+01,3.542540826521025643e+00,5.828201360886891891e+00,2.282286024742950392e+00,4.700540681335904765e+02,1.976479736580005753e+00,7.864931712007147269e+01,1.360429571526894854e+01,1.171632542602395510e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.511113013278657320e+02,6.145506263214901566e+01,1.679634287321898398e+02,1.037564833070294128e+02,7.235832699136083512e+00,4.767076984774557324e+00,1.438539726996163495e+02,2.557630686932289450e+02,5.586000999231426789e+00,4.023263823341427070e+00,6.501869024550745557e+00,2.698681843634115118e+00,3.976910240866026811e+02,1.702804589541505154e+00,8.849018424245230108e+01,1.851092760401525084e+01,1.798278476370882117e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.606720154137620398e+02,6.666664471529047375e+01,1.403540450887341535e+02,7.706640372659170168e+01,6.142616474848130892e+00,4.751495436660417404e+00,1.317930155054125407e+02,1.950214640951344336e+02,5.373919611541765562e+00,3.865464499111133989e+00,6.841433931023380488e+00,1.427418168622941685e+00,3.897799671883813062e+02,1.699691928321727552e+00,7.039033969700604132e+01,1.844933112324856594e+01,1.437531548679171145e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.589659427282528554e+02,6.293716746960216568e+01,1.397051739256852159e+02,7.611738747581323139e+01,4.798938095711510421e+00,4.700485802737830454e+00,1.372134932680829991e+02,1.824253511265457064e+02,5.478174623755392325e+00,2.851170429194546330e+00,5.357024646641289856e+00,1.057757659214370927e+00,3.181393264615652470e+02,1.849117579366618358e+00,6.660878871758329467e+01,2.197872237842646825e+01,1.596300927081439625e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.565590573034734234e+02,6.223494979621184342e+01,7.925042266815668768e+01,9.094276745404253859e+01,7.479373040363217484e+00,3.704436936210845133e+00,1.245790611810047466e+02,2.234233849151666504e+02,4.880887210541643206e+00,2.037831038089481517e+00,3.534166037382829195e+00,1.151328650335327275e+00,1.997474471440234822e+02,1.728909967538145631e+00,1.014150472362480002e+02,1.430880615224352326e+01,1.214890614693614523e+01,0.000000000000000000e+00,0.000000000000000000e+00
