1.652434820823054906e+02,7.159670733526921538e+01,1.258051892246269148e+02,6.734901388815927703e+01,1.315463480206053077e+02,7.080336672710339485e+01,8.823526005259047622e+01,4.295145864392562629e+00,4.568865011584824387e+00,1.355759369021508007e+02,1.424113417807938333e+02,6.326298903090992631e+00,4.092823849641958667e+00,7.015451931818907916e+00,1.085955909112130469e+00,2.849275449119758150e+02,2.210374569823713831e+00,3.823480610273273328e+01,2.111623977022182430e+01,1.241063288494319039e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.446986687488308121e+02,6.014238758087751080e+01,1.221240878051615368e+02,6.392203151749003354e+01,1.253313139277327934e+02,6.610338907310820389e+01,8.639604884488088032e+01,5.524593171424226234e+00,4.580865593463505192e+00,1.420893291508886307e+02,1.777002263774595008e+02,5.138141756390107062e+00,3.834950301841771214e+00,6.013172159757964153e+00,2.498085951841768626e+00,3.368994978000700939e+02,1.320397055738652625e+00,7.979317206143259966e+01,2.356551079105788915e+01,1.981620869954445041e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550926089443031799e+02,5.666344440036250063e+01,1.192175192674437199e+02,6.499517214801808507e+01,1.172985808086130390e+02,6.632950948907064515e+01,8.324746822179156425e+01,5.397418662399714684e+00,4.408843732226896961e+00,1.317281662021339912e+02,1.613954648077022966e+02,6.334265705424575899e+00,4.998797360859649430e+00,8.597195678163657817e+00,8.774354138535375158e-01,2.422899442798948257e+02,2.016141295007110479e+00,7.657056656379975834e+01,1.685688386458375376e+01,1.349930227998628851e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.728215470833050915e+02,6.146199677867295463e+01,9.925048152614201058e+01,7.569733265939797207e+01,1.075952650560996631e+02,8.033430856143210974e+01,7.353903987148366639e+01,6.422819315082985092e+00,5.317918614867926941e+00,1.549843209962030812e+02,1.844819185052889452e+02,4.365984306782713986e+00,3.164854397140604902e+00,4.918285969562122162e+00,5.300002203390882238e-01,2.598299312764705746e+02,1.850938184569859812e+00,5.682983800050912748e+01,2.056097483145907745e+01,2.254780042278089525e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.482515543701759952e+02,5.718006184010933879e+01,1.023211757638908210e+02,8.110308898615978990e+01,9.983157504096529067e+01,8.424173161290110556e+01,8.978794684270083337e+01,5.986772248244992767e+00,6.023954521712710175e+00,1.606273822614138282e+02,2.537086727873312668e+02,1.098804352706701692e+01,4.408537841381098055e+00,7.003008626246188584e+00,9.894693695913407971e-01,2.791524455097845134e+02,1.924538606215303815e+00,1.045745497941596085e+02,2.619503617238316906e+01,2.570455410015392061e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.586322926633715440e+02,6.927578949362116134e+01,1.280976664753978014e+02,7.659588527807130731e+01,1.365614637195479588e+02,8.349702325338068931e+01,8.608165456827265416e+01,1.027601528405862652e+01,4.072283182748604347e+00,1.245985426169243198e+02,2.684221169148273702e+02,6.064356624978099575e+00,3.460679105583638560e+00,6.020404349733011529e+00,1.688009056375186168e+00,3.498744880559282251e+02,1.307309870966717469e+00,6.182657822017141314e+01,2.666195391157248551e+01,1.630537074821561561e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.615988850424418786e+02,6.700351474519263206e+01,1.416274899507378393e+02,9.181118357322576173e+01,1.430167994448262334e+02,9.767069161912533559e+01,7.296689412352566251e+01,5.517875571151667380e+00,4.214098938457969901e+00,1.376649945209881025e+02,2.034697524683105598e+02,4.758241290179408445e+00,3.804339567461844318e+00,6.496155295256370366e+00,2.152561280252948794e+00,2.998095322100996327e+02,1.581555232472220629e+00,7.494737389384032156e+01,2.007360789788058852e+01,2.352387227649841606e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.591455702791444935e+02,5.394561013523775728e+01,1.145661364920117364e+02,6.521342558487371832e+01,1.158060533414569306e+02,6.894126381227846423e+01,7.604725589501168770e+01,6.459917586235234488e+00,4.844434468739232891e+00,1.331450085166296162e+02,1.702970640478784503e+02,5.728481094123990758e+00,1.967256280256777234e+00,3.976167770897132137e+00,7.983479376020135021e-01,4.022494009128449761e+02,1.871721296119251310e+00,6.288619902932300221e+01,1.898566544006409629e+01,1.178679176801695050e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.719145931634496378e+02,7.593088916903130325e+01,1.390996937870056058e+02,7.181998301877818847e+01,1.413410638659436245e+02,7.565020783016002781e+01,7.155748728594751640e+01,4.373565715770783235e+00,5.045852821013623313e+00,1.554993621122717116e+02,1.405714368918935406e+02,6.583661565766968593e+00,3.815762958431256013e+00,5.814975464429349650e+00,2.031631667735402047e+00,2.843587999946416858e+02,1.518247001865765000e+00,8.110040387096687198e+01,1.556524440763962858e+01,1.645882605123300024e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.644561547861386828e+02,8.486494659967588916e+01,1.028679500379729177e+02,6.818759417027735026e+01,1.059028404823376661e+02,7.270687717918337967e+01,9.608496445349754822e+01,9.397737924366976969e+00,4.623161148415853461e+00,1.384696797362918801e+02,1.901825893276502200e+02,1.054494156425728413e+01,3.065360866816920993e+00,4.459904847415563367e+00,5.289222870384250541e+00,5.124483782907539080e+02,9.562912638066236592e-01,7.007636633495390299e+01,3.069904527415892659e+01,2.659566332625342255e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
