1.688447519156516989e+02,7.475259910654803264e+01,1.449290456473874826e+02,1.031068191692858704e+02,5.921562321733235379e+00,5.006016577071603635e+00,1.601900813764395082e+02,2.770215501345869598e+02,5.121335756787532389e+00,4.570303527341208927e+00,7.210447459143240145e+00,1.634928217585755350e+00,3.824730389036558336e+02,1.885664526143398412e+00,9.516235427421659665e+01,2.027769320594802593e+01,2.019544476889221940e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.590822689162814640e+02,6.821572811331849095e+01,1.743613818939825819e+02,9.183701946442569408e+01,8.405993299396962826e+00,5.415068755838517767e+00,1.452322683341280367e+02,2.590573385305962120e+02,5.353893233810381069e+00,3.308343680614717286e+00,5.558396887538228803e+00,2.229273881378937006e+00,3.702298776729917336e+02,1.642099159608540582e+00,8.545478970356835191e+01,1.538658554289357738e+01,1.280807193011008493e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.510331368953421531e+02,7.816411751338016245e+01,1.563650761520716799e+02,9.355844124244445936e+01,5.126181581088605554e+00,4.636794797718664540e+00,1.458246974450256630e+02,2.262880564108274370e+02,6.160948995150488550e+00,4.145647995907629557e+00,7.039995745095521507e+00,1.847247801164366265e+00,4.073529200726838440e+02,1.876380770985184521e+00,6.109402342776620287e+01,1.395948114607511670e+01,1.942668951524020216e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.748274590934860839e+02,7.652839150522336809e+01,1.331116688872559735e+02,1.031466168116106843e+02,7.357042950134747628e+00,5.592461301302043886e+00,1.455980547243323997e+02,2.164384373940211788e+02,5.405273313536512525e+00,3.132516625207195649e+00,4.849535556486426202e+00,3.719463882763836438e+00,4.788607367693086871e+02,1.470837063146831714e+00,9.348063647774685592e+01,2.488020098251543644e+01,3.038801476538556301e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.407207196549420019e+02,6.575685299092963021e+01,1.165495493662532454e+02,7.958948787545146786e+01,5.125164860283381252e+00,4.443603115695538008e+00,1.363558625999049241e+02,1.588449508068710259e+02,7.138203366785120352e+00,3.289998549450626975e+00,5.320466701676645371e+00,2.421645765709534714e+00,3.112467078294830571e+02,1.296484435403569613e+00,7.717143646431149762e+01,1.564152604307110650e+01,1.998348552926342236e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.587617417252761527e+02,7.289156361404072015e+01,1.367057326914751627e+02,9.904206039490414071e+01,5.631661750621171691e+00,5.692282199422604272e+00,1.466373909151726878e+02,1.804297694388058630e+02,1.021912879445991962e+01,4.208149685310671906e+00,6.527578688192506640e+00,2.540577894468452946e+00,3.347856959568991329e+02,1.394079991916102879e+00,6.325227223668647980e+01,2.458495879468456380e+01,1.362927168067007067e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.620547336875364408e+02,8.792979839878341863e+01,1.382894863540099948e+02,9.768751433773381621e+01,5.811676478609099306e+00,5.084077589954260290e+00,1.517823863465069394e+02,1.947388632358097311e+02,5.924075921348339158e+00,3.417152192921899534e+00,5.731122803181887271e+00,1.305187635357998532e+00,3.330190111624380620e+02,1.348037699308068271e+00,6.345220437781255640e+01,1.394634302050488195e+01,1.859809107485646962e+01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.473569883312055993e+02,5.497549292714906954e+01,1.135139411528793829e+02,1.033556988947054691e+02,8.354468905086834596e+00,4.147672785749367819e+00,1.299846611004482781e+02,3.405822481034095972e+02,5.323184630804611572e+00,3.408183169066491214e+00,6.113947338749481375e+00,2.235553710575513442e+00,3.792362815272261400e+02,1.399117770943251626e+00,7.583808061322875460e+01,4.515297359967105706e+01,1.003515665090558784e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.458440384671662287e+02,6.305064290803062477e+01,1.756934401637949179e+02,1.029337412164447016e+02,6.814207283261852766e+00,4.138522254277773094e+00,1.303812466592673331e+02,2.428177686924866521e+02,8.728835633613627465e+00,3.481255304540544770e+00,5.741894548795588804e+00,1.815914242075130414e+00,2.512657277439359405e+02,1.491491325503651266e+00,4.729833101800134898e+01,1.613286168201687332e+01,7.970683479811780714e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.698130311884970922e+02,8.295642206728351198e+01,1.501610419256580258e+02,8.900253550800887581e+01,7.344877555304019090e+00,5.803370380953278840e+00,1.584494495960689733e+02,2.123790479432949780e+02,6.226954644191957655e+00,4.213109288181688505e+00,6.456505037405828595e+00,2.996322605843462661e+00,2.090124296729433127e+02,1.425439840701524519e+00,1.073291621045656399e+02,1.751384595297106017e+01,1.706659963877152109e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.607242354925312213e+02,7.010394924264133465e+01,1.284563867981140106e+02,8.320749534922566681e+01,6.131059467628387161e+00,4.344597116981994134e+00,1.240072204383985195e+02,2.654290530928815315e+02,6.423584368497222918e+00,3.503003517689854185e+00,6.095875687410221566e+00,9.644373510958385021e-01,4.470822724167359183e+02,1.405284178464926592e+00,7.992662953945304594e+01,2.423215151711893256e+01,1.555094610921629794e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
